1,1,9.219077587127685546875000,10.947002172470092773437500
2,2,9.357955455780029296875000,14.112000465393066406250000
3,3,9.519713401794433593750000,9.867530822753906250000000
4,4,9.256127119064331054687500,11.602747917175292968750000
5,5,9.349302053451538085937500,7.390565872192382812500000
6,6,9.360381603240966796875000,18.389914274215698242187500
7,7,9.379653453826904296875000,13.435706853866577148437500
8,8,9.451826333999633789062500,7.274989128112792968750000
9,9,9.404997825622558593750000,22.261524438858032226562500
10,10,9.517779350280761718750000,9.941294908523559570312500
11,11,9.472904443740844726562500,9.963610172271728515625000
12,12,9.331998825073242187500000,7.467795133590698242187500
13,13,9.318667411804199218750000,6.580140352249145507812500
14,14,9.329252243041992187500000,8.052810907363891601562500
15,15,9.361414909362792968750000,20.231594085693359375000000
16,16,9.335841178894042968750000,16.694814205169677734375000
17,17,9.361348867416381835937500,15.254061937332153320312500
18,18,9.423323869705200195312500,13.584256887435913085937500
19,19,9.615285158157348632812500,7.119991540908813476562500
20,20,9.820593357086181640625000,10.997285842895507812500000
21,21,9.667765855789184570312500,9.236530303955078125000000
22,22,9.581614255905151367187500,6.720024108886718750000000
23,23,9.676333665847778320312500,7.262551307678222656250000
24,24,9.639212369918823242187500,8.271612882614135742187500
25,25,9.574488878250122070312500,10.736353874206542968750000
26,26,9.617990732192993164062500,8.727290153503417968750000
27,27,9.715631723403930664062500,10.500806808471679687500000
28,28,9.589509963989257812500000,9.073760509490966796875000
29,29,9.612965822219848632812500,14.206552267074584960937500
30,30,9.690011978149414062500000,7.927462577819824218750000
31,31,9.685488700866699218750000,7.141092300415039062500000
32,32,9.750798702239990234375000,20.600645303726196289062500
33,33,9.581691503524780273437500,14.923757553100585937500000
34,34,9.539763927459716796875000,7.413980484008789062500000
35,35,9.651093482971191406250000,9.557256698608398437500000
36,36,9.620045423507690429687500,8.832447290420532226562500
37,37,9.614597797393798828125000,10.439016819000244140625000
38,38,9.693260669708251953125000,28.146917104721069335937500
39,39,9.820381164550781250000000,8.192144870758056640625000
40,40,9.656300067901611328125000,8.550357341766357421875000
41,41,9.815289020538330078125000,8.074925661087036132812500
42,42,9.624497890472412109375000,7.245435953140258789062500
43,43,9.658268213272094726562500,8.291890382766723632812500
44,44,9.705315828323364257812500,11.423498153686523437500000
45,45,9.935957908630371093750000,8.813410043716430664062500
46,46,9.715903997421264648437500,8.390521049499511718750000
47,47,9.701218605041503906250000,11.107007265090942382812500
48,48,9.696992874145507812500000,10.769956588745117187500000
